id,target,context
18898,maintain air level,C10
18899,maintain health,C10
18900,maintain oxygen concentration,C10
18901,maintain oxygen saturation,C10
18902,maintain peace,C10
18903,maintain spo2 level,C10
18904,maintain weight,C10
18905,maintained oxygen level,C10
18906,maintaining oxygen level,C10
18907,oximeter,C10
18908,spirometer,C10
18909,spo2,C10
18910,water saturation,C10
18911,bone density,H02
18912,catalytic process,H02
18913,clear polyethylene,H02
18914,connecting cable,H02
18915,consist of high density polyethylene,H02
18916,consist of high molecular weight polyethylene,H02
18917,consist of ultra high molecular weight polyethylene,H02
18918,density formula,H02
18919,electric wire,H02
18920,electrical insulation polyethylene,H02
18921,high density polyethylene fibers,H02
18922,high volume,H02
18923,linear high density polyethylene cable,H02
18924,linear low polyethylene,H02
18925,make at high speed,H02
18926,make from high density polyethylene,H02
18927,make of high speed steel,H02
18928,make of high strength steel,H02
18929,make of sentence,H02
18930,make of vehicle,H02
18931,making of hdpe,H02
18932,monomer ethylene,H02
18933,polypropylene co polymer,H02
18934,polypropylene plastic material,H02
18935,preferred plastics material,H02
18936,terminal cable,H02
18937,vehicle density,H02
18938,bricks slab,E04
18939,building,E04
18940,cement roof,E04
18941,concrete sheets,E04
18942,consist of slabs,E04
18943,cut slabs,E04
18944,dividable slab made,E04
18945,floor,E04
18946,floor cleaner,E04
18947,house slab,E04
18948,make slabs,E04
18949,making cake,E04
18950,marble slabs,E04
18951,paper sheet,E04
18952,paving slab,E04
18953,prefabricated slabs,E04
18954,section perpendicular,E04
18955,shiny floor,E04
18956,solid slabs,E04
18957,stone slabs,E04
18958,structural element,E04
18959,surface cladding,E04
18960,terrace slabs,E04
18961,vehicles loads,E04
18962,video making,E04
18963,bricks flat surface,E21
18964,circle area,E21
18965,concrete surface,E21
18966,consist of slabs,E21
18967,construction,E21
18968,cut slabs,E21
18969,cutting bit assembly,E21
18970,disengageable sealing,E21
18971,fabricate of slabs,E21
18972,form slabs,E21
18973,income slabs,E21
18974,make of blood film,E21
18975,make of blood samples,E21
18976,make of slabs,E21
18977,make of tissue,E21
18978,make slabs,E21
18979,marble slabs,E21
18980,mining area,E21
18981,produce of slabs,E21
18982,roof slab,E21
18983,service tool,E21
18984,slab system,E21
18985,solid slabs,E21
18986,stone slabs,E21
18987,surface id,E21
18988,tiles,E21
18989,acid graft,C08
18990,acid grafted,C08
18991,agvhd,C08
18992,allogeneic transplant,C08
18993,anhydride,C08
18994,anhydride graft,C08
18995,anhydride grafted,C08
18996,antioxidant parts,C08
18997,biocomposite material,C08
18998,blend,C08
18999,carpet liner,C08
19000,composite layer,C08
19001,eastman g 3003,C08
19002,graft versus host disease,C08
19003,grafted with maleic anhydride,C08
19004,high density,C08
19005,low density,C08
19006,ma grafted,C08
19007,mah g,C08
19008,maleic acid,C08
19009,maleic acid graft,C08
19010,maleic acid grafted,C08
19011,maleic anhydride,C08
19012,maleic anhydride graft,C08
19013,maleic anhydride grafted polymer,C08
19014,maleic anhydride grafted polyolefins,C08
19015,maleic anhydride grafted polypropylene,C08
19016,maleic graft,C08
19017,maleic grafted,C08
19018,mixture,C08
19019,paraffin parts,C08
19020,polymer matrix,C08
19021,pp g mah,C08
19022,reactive monomers,C08
19023,textile backing,C08
19024,thermoplastic blend,C08
19025,thermoplastic olefin,C08
19026,acid anhydride,C09
19027,anhydride grafted,C09
19028,biocomposite material,C09
19029,carpet liner,C09
19030,coating material,C09
19031,composite layer,C09
19032,copolymer,C09
19033,eastman g 3003,C09
19034,graffiti art,C09
19035,graffiti letters,C09
19036,graffiti numbers,C09
19037,ma grafted,C09
19038,mah g,C09
19039,maleic acid,C09
19040,maleic anhydride,C09
19041,maleic anhydridegrafted polypropylene,C09
19042,pp g mah,C09
19043,reactive monomers,C09
19044,textile backing,C09
19045,car navigation device,G09
19046,car navigation system,G09
19047,communication device structure,G09
19048,coordinate measuring apparatus,G09
19049,coordinate processing apparatus,G09
19050,coordinate processing system,G09
19051,digital clock,G09
19052,digital moving maps,G09
19053,display apparatus,G09
19054,display board,G09
19055,display map,G09
19056,display navigation apparatus,G09
19057,display navigation system,G09
19058,display on map,G09
19059,display system,G09
19060,display wallpaper,G09
19061,distance indication system,G09
19062,dmm,G09
19063,geographical data display system,G09
19064,handheld device,G09
19065,illustrative map,G09
19066,map data generation,G09
19067,map display apparatus,G09
19068,map display control,G09
19069,map display device,G09
19070,map generation device,G09
19071,map generation system,G09
19072,map into system,G09
19073,map navigation apparatus,G09
19074,map navigation system,G09
19075,map of india,G09
19076,measuring apparatus,G09
19077,measuring system,G09
19078,mobile device,G09
19079,mobile screen,G09
19080,mobile system,G09
19081,mobile terminal map,G09
19082,moving map display,G09
19083,navigation apparatus,G09
19084,navigation device,G09
19085,navigation planning apparatus,G09
19086,navigation planning system,G09
19087,navigation setting apparatus,G09
19088,navigation setting system,G09
19089,navigation system,G09
19090,route device,G09
19091,route display apparatus,G09
19092,route display system,G09
19093,route navigation apparatus,G09
19094,route navigation system,G09
19095,route planning apparatus,G09
19096,route planning system,G09
19097,route setting apparatus,G09
19098,route setting system,G09
19099,route system,G09
19100,scale measuring apparatus,G09
19101,scale measuring system,G09
19102,scale processing apparatus,G09
19103,scale processing system,G09
19104,schematic diagram system,G09
19105,system map,G09
19106,system memory map,G09
19107,system software,G09
19108,touch panel,G09
19109,blood forming cells,B28
19110,building boards,B28
19111,conveyor,B28
19112,flexible mat forming,B28
19113,form a mat,B28
19114,forming plaster board,B28
19115,forming theory,B28
19116,ice forming,B28
19117,mat assemble,B28
19118,mat floor tiles,B28
19119,mat forming,B28
19120,mat is formed,B28
19121,mat setup,B28
19122,mat tiles,B28
19123,mats,B28
19124,mould box,B28
19125,orthopedic spacer,B28
19126,reinforced sealing device,B28
19127,rolling system,B28
19128,yoga mat,B28
19129,channels,A01
19130,layers,A01
19131,sections,A01
19132,side layers,A01
19133,strips,A01
19134,sub,A01
19135,sub units,A01
19136,tubes,A01
19137,units,A01
19138,carpet fragment,A63
19139,carpet piece,A63
19140,carpet segment,A63
19141,class section,A63
19142,colourful parts,A63
19143,door mats,A63
19144,floor mat,A63
19145,heart sections,A63
19146,joining the pieces,A63
19147,mat,A63
19148,mat bit,A63
19149,mat layers,A63
19150,mat part,A63
19151,mat pieces,A63
19152,mat portion,A63
19153,mat section,A63
19154,mat segment,A63
19155,mats,A63
19156,mats section,A63
19157,mats sections,A63
19158,members,A63
19159,multiple mat section,A63
19160,multiple mat sections,A63
19161,multiple separate sections,A63
19162,part of a mat,A63
19163,parts,A63
19164,portions,A63
19165,properties of matter,A63
19166,section formula,A63
19167,section officer,A63
19168,sectional view,A63
19169,sections,A63
19170,separate mat,A63
19171,separate mat section,A63
19172,separate mat sections,A63
19173,separate pieces,A63
19174,separate section,A63
19175,separate sections,A63
19176,several layers,A63
19177,support sections,A63
19178,arms,B07
19179,body sections,B07
19180,clamp bar assemblies,B07
19181,clamp bars,B07
19182,clamp members,B07
19183,edges,B07
19184,eye sections,B07
19185,flexible mat sections,B07
19186,mat,B07
19187,mat management action trigger,B07
19188,mat parts,B07
19189,mat portions,B07
19190,mat section,B07
19191,mat sections,B07
19192,mat segments,B07
19193,mat therapy,B07
19194,mat wrestling,B07
19195,mats,B07
19196,members,B07
19197,openings,B07
19198,panels,B07
19199,pre grading device,B07
19200,roller assembly,B07
19201,rubber mat sections,B07
19202,screen mat of screen device,B07
19203,screw hole detection device,B07
19204,spine sections,B07
19205,support mats,B07
19206,tensioning strips,B07
19207,vibrating device,B07
19208,vibrating mass,B07
19209,blanks,B27
19210,boards,B27
19211,individual mats,B27
19212,mat,B27
19213,mats,B27
19214,array formation,A21
19215,baking material formation,A21
19216,base material,A21
19217,company formation,A21
19218,component preparing,A21
19219,composition formation,A21
19220,crystalline material formation,A21
19221,film formation material,A21
19222,formation material,A21
19223,ingredient formation,A21
19224,ingredient preparing,A21
19225,line formation,A21
19226,material container,A21
19227,material destruction,A21
19228,material preparing,A21
19229,material production,A21
19230,materials formation,A21
19231,production material,A21
19232,proppant material,A21
19233,raw material,A21
19234,substance formation,A21
19235,team formation,A21
19236,base material,H01
19237,ceramic characteristics,H01
19238,cleaning,H01
19239,cloud formation,H01
19240,composite material formation,H01
19241,direct materials cost,H01
19242,film formation material,H01
19243,formation material,H01
19244,formation process,H01
19245,material being formed,H01
19246,material handling,H01
19247,material icons,H01
19248,material manufacturing process,H01
19249,material sources,H01
19250,organic material coating,H01
19251,processing,H01
19252,processing module,H01
19253,processing surface layer,H01
19254,removal,H01
19255,roll forming,H01
19256,rolling,H01
19257,soil formation,H01
19258,thin film,H01
19259,thin film condition,H01
19260,an apparel item,A41
19261,cable,A41
19262,cheap item,A41
19263,chemical properties,A41
19264,constitutes an object,A41
19265,content item selection,A41
19266,costly item,A41
19267,dielectric material surface,A41
19268,fabric material,A41
19269,good item,A41
19270,list item,A41
19271,luminescent material of ite,A41
19272,material of an item,A41
19273,material things,A41
19274,material types,A41
19275,materials property,A41
19276,mixture of substances,A41
19277,physical objects,A41
19278,service material ite,A41
19279,textile material item,A41
19280,wear material,A41
19281,buyer,A47
19282,driver,A47
19283,item,A47
19284,material items,A47
19285,materials,A47
19286,materials item,A47
19287,item,B41
19288,label,B41
19289,ticket,B41
19290,wrap,B41
19291,clothing material,H04
19292,component material,H04
19293,composite material,H04
19294,content material item,H04
19295,electric goods,H04
19296,electric material,H04
19297,ferromagnetic mold material,H04
19298,food item,H04
19299,food service material item,H04
19300,item,H04
19301,item number,H04
19302,item of material,H04
19303,items list,H04
19304,marked signal,H04
19305,marked version,H04
19306,material for electric parts,H04
19307,material items,H04
19308,materials,H04
19309,materials item,H04
19310,materials items,H04
19311,organic material,H04
19312,original,H04
19313,original version,H04
19314,recyclable material,H04
19315,semiconductor material,H04
19316,tyre material,H04
19317,video,H04
19318,wire material,H04
19319,big,C03
19320,considerably larger,C03
19321,considerably low,C03
19322,considerably smaller,C03
19323,declined,C03
19324,depressed,C03
19325,essentially,C03
19326,essentially less,C03
19327,essentially unchanged,C03
19328,greater,C03
19329,greatly low,C03
19330,larger,C03
19331,less,C03
19332,low,C03
19333,lower,C03
19334,markedly less,C03
19335,materially,C03
19336,materially different,C03
19337,much horizontal,C03
19338,proportion,C03
19339,seriously ill,C03
19340,seriously small,C03
19341,significantly less,C03
19342,slightly greater,C03
19343,slightly less,C03
19344,substantially greater,C03
19345,substantially horizontal,C03
19346,substantially larger,C03
19347,substantially less,C03
19348,substantially low,C03
19349,substantially lower,C03
19350,substantially smaller,C03
19351,subtracting,C03
19352,larger,F22
19353,less,F22
19354,lighter,F22
19355,materially,F22
19356,materially greater,F22
19357,materially smaller,F22
19358,slightly inner,F22
19359,slightly larger,F22
19360,slightly smaller,F22
19361,slightly smaller inner,F22
19362,smaller,F22
19363,smaller inner,F22
19364,substantially less,F22
19365,substantially smaller,F22
19366,exceeding greater,F42
19367,less,F42
19368,materially greater,F42
